astrosci,sex,age,educ,relig,polviews,year
3,2,84,14,1,4,2006
2,2,50,14,1,2,2006
3,2,33,16,1,6,2006
3,2,72,11,1,2,2006
3,1,59,11,1,6,2006
3,1,64,19,1,5,2006
3,2,46,14,1,4,2006
2,2,22,10,2,6,2006
2,1,31,14,2,4,2006
3,2,54,12,1,4,2006
3,2,77,12,2,4,2006
3,1,32,18,4,2,2006
3,1,66,16,4,3,2006
3,2,84,12,1,5,2006
3,2,54,17,2,3,2006
3,1,49,19,NA,7,2006
3,1,61,16,1,3,2006
3,2,41,16,1,4,2006
3,1,50,14,1,6,2006
3,2,68,13,1,4,2006
3,1,18,12,1,6,2006
3,1,72,14,1,6,2006
3,1,50,6,2,4,2006
3,1,72,18,1,6,2006
3,2,54,12,2,5,2006
3,1,61,14,2,5,2006
3,2,59,16,2,5,2006
3,1,45,12,1,4,2006
3,2,36,15,1,4,2006
3,1,37,12,1,3,2006
2,2,33,14,1,4,2006
3,1,86,18,1,5,2006
3,1,54,12,2,4,2006
3,2,38,14,1,5,2006
3,1,74,13,2,5,2006
1,2,73,8,4,4,2006
3,1,54,10,2,1,2006
3,1,28,15,2,6,2006
3,1,33,11,1,4,2006
2,2,48,16,6,5,2006
2,2,85,12,1,4,2006
3,1,19,3,12,6,2006
3,2,39,11,1,7,2006
1,2,37,10,4,4,2006
2,2,27,12,4,4,2006
2,2,48,16,4,4,2006
2,2,53,12,4,4,2006
2,2,52,14,4,4,2006
3,2,42,12,1,2,2006
3,1,41,14,1,5,2006
2,2,48,18,1,4,2006
2,2,42,15,1,5,2006
3,2,60,15,1,3,2006
3,2,28,17,2,2,2006
1,2,43,12,2,4,2006
3,1,47,12,1,3,2006
2,1,55,12,1,5,2006
1,2,85,2,1,6,2006
3,1,28,17,2,6,2006
3,2,52,13,1,6,2006
3,1,34,12,4,4,2006
3,2,61,16,11,6,2006
2,1,80,6,2,5,2006
3,1,65,17,2,7,2006
3,1,36,18,2,6,2006
3,1,53,12,2,6,2006
2,2,43,13,1,5,2006
3,2,71,20,2,3,2006
3,2,65,19,2,4,2006
3,1,28,7,1,6,2006
3,1,51,16,4,5,2006
2,2,20,12,2,5,2006
3,2,89,16,4,6,2006
3,1,32,14,2,6,2006
1,2,72,12,1,5,2006
3,2,74,14,1,6,2006
3,1,75,20,1,6,2006
3,2,39,17,2,2,2006
3,1,26,17,1,7,2006
3,2,53,19,4,1,2006
3,1,27,17,1,NA,2006
1,2,57,7,1,1,2006
3,2,53,14,1,3,2006
3,2,75,13,1,5,2006
3,2,28,16,1,3,2006
3,1,24,16,1,4,2006
2,1,23,14,4,5,2006
3,2,67,16,4,2,2006
2,2,34,13,1,4,2006
3,2,21,16,1,3,2006
3,1,26,16,4,3,2006
2,1,26,12,5,4,2006
2,1,59,13,1,2,2006
2,1,60,18,1,3,2006
3,2,55,20,2,3,2006
2,1,50,16,4,NA,2006
3,2,26,16,2,3,2006
3,2,21,15,1,6,2006
3,2,20,13,1,4,2006
2,1,28,12,1,4,2006
2,2,66,14,1,7,2006
2,2,83,15,2,7,2006
3,1,41,13,3,7,2006
2,2,76,14,1,5,2006
3,2,36,16,1,6,2006
3,2,41,20,1,6,2006
1,1,59,14,1,4,2006
2,2,74,12,1,4,2006
2,2,37,16,1,3,2006
3,1,55,14,1,3,2006
3,2,52,12,1,3,2006
3,1,22,12,2,5,2006
3,2,41,6,11,4,2006
3,2,61,16,2,7,2006
2,2,39,12,1,5,2006
3,2,37,12,1,5,2006
1,1,25,14,1,4,2006
3,2,46,16,1,6,2006
2,2,54,13,2,5,2006
3,2,63,11,1,3,2006
3,2,52,16,1,5,2006
3,1,71,9,1,NA,2006
3,2,39,11,1,5,2006
2,2,35,12,1,2,2006
2,1,38,12,1,4,2006
2,2,36,12,1,4,2006
3,1,75,18,2,4,2006
2,2,61,9,2,5,2006
2,1,23,15,2,3,2006
3,1,71,20,4,2,2006
3,1,19,12,1,5,2006
3,1,31,8,1,1,2006
2,2,39,16,2,4,2006
3,1,55,17,4,3,2006
3,1,39,17,4,4,2006
2,1,39,12,2,4,2006
3,2,27,14,2,4,2006
3,1,31,12,2,4,2006
3,1,39,13,1,7,2006
2,1,27,12,1,4,2006
3,1,55,16,4,2,2006
2,2,19,11,4,4,2006
3,1,28,17,1,6,2006
3,1,53,16,4,6,2006
3,2,51,14,1,6,2006
3,1,42,16,1,6,2006
3,2,60,14,4,4,2006
3,1,56,14,1,5,2006
2,1,53,14,1,3,2006
3,2,33,12,1,5,2006
3,2,57,14,1,5,2006
3,2,74,12,2,7,2006
3,1,47,14,1,4,2006
3,2,77,12,1,3,2006
3,1,49,16,4,5,2006
2,2,26,14,2,4,2006
2,1,64,14,1,4,2006
2,1,21,15,1,5,2006
3,1,42,14,1,5,2006
3,1,64,14,1,3,2006
3,2,58,14,1,6,2006
2,2,29,13,1,4,2006
3,1,44,16,1,7,2006
3,2,58,13,2,5,2006
3,2,72,12,1,7,2006
3,1,71,12,1,6,2006
3,2,52,14,1,4,2006
2,2,53,13,1,4,2006
3,2,46,15,1,4,2006
3,2,27,13,2,6,2006
3,2,27,12,1,6,2006
3,2,50,13,1,4,2006
3,2,45,16,1,3,2006
3,1,32,16,1,7,2006
3,1,40,16,2,7,2006
3,1,27,14,1,4,2006
2,2,59,11,1,1,2006
2,2,31,11,1,4,2006
2,1,39,12,1,3,2006
2,2,26,12,4,3,2006
2,1,28,16,1,4,2006
3,1,29,12,11,6,2006
2,2,84,13,4,2,2006
2,2,63,12,1,6,2006
3,2,41,16,1,6,2006
3,2,76,14,1,4,2006
2,1,45,13,4,4,2006
2,2,28,14,2,4,2006
3,2,52,14,11,4,2006
3,2,28,14,1,2,2006
3,2,38,14,1,4,2006
2,1,51,14,1,6,2006
2,2,60,12,1,4,2006
3,1,57,14,4,4,2006
3,2,48,12,4,5,2006
2,1,47,14,2,3,2006
3,1,29,12,4,4,2006
3,1,51,12,4,2,2006
3,1,28,11,4,2,2006
3,2,46,13,1,4,2006
3,2,23,12,6,4,2006
3,2,58,14,1,4,2006
3,1,56,14,1,4,2006
3,2,51,12,1,4,2006
3,2,38,9,1,4,2006
3,1,43,16,4,4,2006
3,2,58,14,2,6,2006
2,1,49,14,1,2,2006
3,1,68,12,4,4,2006
3,1,53,16,1,5,2006
2,1,61,16,4,4,2006
3,1,41,20,1,5,2006
2,2,39,12,2,2,2006
3,1,59,17,4,6,2006
2,2,47,16,4,4,2006
3,1,48,11,4,4,2006
3,1,44,16,1,6,2006
2,2,48,16,4,4,2006
3,2,71,11,4,5,2006
2,2,88,12,1,5,2006
3,1,23,12,11,7,2006
2,2,54,12,1,6,2006
3,1,35,12,4,5,2006
3,2,36,16,1,5,2006
3,1,54,12,4,3,2006
1,2,76,12,1,6,2006
1,2,25,10,4,3,2006
3,2,75,13,1,4,2006
2,2,38,16,1,3,2006
3,2,81,12,1,4,2006
2,1,54,12,2,2,2006
3,1,59,14,1,5,2006
3,2,71,12,1,3,2006
3,2,36,12,1,6,2006
1,2,32,12,2,4,2006
3,1,51,14,4,5,2006
1,1,22,11,4,4,2006
2,1,23,12,4,5,2006
3,2,27,14,4,2,2006
3,2,25,16,3,3,2006
3,1,58,19,2,4,2006
2,2,49,20,1,4,2006
3,1,75,9,4,2,2006
2,2,25,10,11,4,2006
3,2,67,18,2,2,2006
3,2,56,10,1,4,2006
3,2,55,13,4,4,2006
3,1,73,12,1,4,2006
3,1,34,13,4,4,2006
3,2,36,13,2,4,2006
3,1,44,2,1,3,2006
3,2,69,14,1,5,2006
2,2,23,13,2,3,2006
3,2,44,16,2,3,2006
3,2,26,17,1,5,2006
3,2,51,12,1,3,2006
3,2,21,14,1,6,2006
3,2,48,14,1,4,2006
2,1,67,10,1,4,2006
3,2,82,16,1,6,2006
3,2,89,12,1,4,2006
3,1,63,12,1,2,2006
2,2,44,18,1,4,2006
3,1,43,20,2,2,2006
3,1,60,16,11,3,2006
3,2,34,17,4,2,2006
3,1,55,19,2,3,2006
3,1,35,17,4,4,2006
3,2,84,16,4,2,2006
3,1,47,16,1,5,2006
3,1,37,16,1,7,2006
2,2,21,14,1,5,2006
3,2,56,12,1,4,2006
3,1,53,16,2,5,2006
2,2,42,12,1,2,2006
3,1,43,12,1,4,2006
3,2,43,14,1,3,2006
3,2,70,18,1,4,2006
3,1,65,14,1,6,2006
2,1,29,10,4,6,2006
3,2,24,11,2,4,2006
3,2,42,18,1,5,2006
2,2,47,16,1,4,2006
3,2,48,16,1,3,2006
2,1,24,17,4,5,2006
3,1,79,16,1,5,2006
3,2,34,19,2,6,2006
3,2,49,12,1,3,2006
3,2,42,19,1,5,2006
2,2,25,16,3,2,2006
3,2,66,14,4,5,2006
3,1,21,12,4,4,2006
3,2,39,14,4,4,2006
2,2,21,14,2,4,2006
3,2,89,10,4,4,2006
3,1,40,18,1,7,2006
3,1,48,12,1,3,2006
3,1,44,9,1,4,2006
2,2,49,11,4,4,2006
3,1,75,20,1,4,2006
3,1,76,18,2,4,2006
3,2,32,12,2,4,2006
3,2,47,12,1,2,2006
2,2,23,13,4,NA,2006
2,2,42,16,2,5,2006
1,1,68,15,10,NA,2006
3,2,69,12,1,4,2006
3,1,41,16,1,6,2006
3,1,55,14,2,4,2006
3,1,41,13,4,4,2006
3,2,48,17,1,3,2006
3,2,51,15,3,2,2006
3,1,22,14,11,1,2006
2,1,20,13,2,5,2006
2,1,38,11,1,4,2006
1,1,56,16,6,1,2006
1,2,42,14,2,4,2006
1,1,25,14,4,4,2006
2,2,43,13,1,2,2006
3,2,41,20,6,3,2006
3,2,26,8,4,NA,2006
2,1,48,13,4,2,2006
3,2,24,16,6,5,2006
3,1,38,20,4,2,2006
1,2,34,17,4,2,2006
3,1,58,17,6,4,2006
3,1,23,16,4,3,2006
3,2,44,18,2,6,2006
3,1,60,16,4,4,2006
3,2,24,12,5,4,2006
3,2,35,13,6,7,2006
3,1,45,16,2,4,2006
1,2,29,16,2,4,2006
3,2,53,18,1,5,2006
3,1,47,16,2,4,2006
3,2,53,11,11,6,2006
3,1,58,18,1,2,2006
3,1,52,15,6,2,2006
3,2,25,16,2,4,2006
1,2,29,16,10,3,2006
3,2,71,15,1,4,2006
3,2,39,NA,1,2,2006
3,1,80,19,4,4,2006
3,1,59,16,2,6,2006
1,1,26,12,2,4,2006
2,1,25,12,1,6,2006
3,2,68,18,1,4,2006
3,2,63,16,1,3,2006
2,2,46,12,4,4,2006
2,2,61,18,5,1,2006
3,1,33,12,4,3,2006
3,2,57,13,1,6,2006
2,1,60,15,4,4,2006
3,2,64,14,2,6,2006
2,2,47,8,4,5,2006
3,2,49,9,4,4,2006
3,1,33,18,1,2,2006
2,1,24,11,1,6,2006
3,1,80,16,1,5,2006
2,2,28,12,4,5,2006
3,2,45,18,2,2,2006
3,1,56,15,1,4,2006
2,2,55,18,4,1,2006
3,1,67,17,1,5,2006
2,2,79,20,1,2,2006
3,1,82,12,2,6,2006
2,2,40,14,2,2,2006
3,2,61,12,2,4,2006
3,2,50,18,1,2,2006
3,2,27,12,4,4,2006
3,2,77,16,4,7,2006
3,1,73,13,1,6,2006
3,2,43,13,1,6,2006
3,2,57,14,2,5,2006
3,1,64,16,4,5,2006
3,2,51,14,2,5,2006
3,2,48,16,1,4,2006
3,1,22,14,4,4,2006
3,2,21,14,2,4,2006
3,1,45,20,2,3,2006
3,1,61,20,4,2,2006
3,1,35,15,2,3,2006
2,2,33,14,1,4,2006
2,1,19,12,4,2,2006
3,2,37,14,1,6,2006
3,2,47,17,1,2,2006
2,2,58,14,1,4,2006
3,1,37,16,1,5,2006
1,2,55,14,5,1,2006
3,2,26,13,1,5,2006
2,2,69,13,2,3,2006
2,1,66,15,4,5,2006
3,1,40,12,4,4,2006
3,1,55,15,2,2,2006
3,1,59,11,1,4,2006
3,1,55,12,2,6,2006
3,1,57,18,2,5,2006
2,1,19,12,1,3,2006
3,2,50,15,1,2,2006
3,2,60,15,1,2,2006
2,2,35,16,1,4,2006
3,2,56,16,1,2,2006
3,2,27,14,1,3,2006
3,1,55,13,1,6,2006
2,2,50,12,2,6,2006
3,1,36,14,1,4,2006
2,1,45,9,11,3,2006
3,1,40,16,2,6,2006
3,1,41,16,1,6,2006
3,1,47,15,1,4,2006
3,1,44,10,4,4,2006
3,2,37,14,1,6,2006
3,1,44,14,1,4,2006
3,1,68,16,1,5,2006
3,2,75,12,1,6,2006
2,1,30,12,2,NA,2006
3,2,49,12,1,7,2006
3,2,88,16,2,2,2006
3,1,73,12,2,4,2006
3,2,39,12,2,2,2006
2,2,29,13,1,6,2006
1,2,46,10,1,4,2006
3,1,53,12,2,6,2006
2,2,24,14,3,4,2006
3,1,30,16,3,4,2006
3,2,30,13,1,6,2006
2,2,40,14,1,4,2006
2,2,38,14,1,4,2006
3,2,63,5,4,5,2006
3,2,53,12,1,6,2006
3,1,26,11,4,4,2006
3,2,44,14,1,2,2006
3,1,26,14,4,5,2006
3,2,30,10,4,4,2006
2,2,54,10,1,2,2006
1,2,22,12,4,4,2006
2,2,25,14,1,4,2006
2,2,34,14,4,4,2006
1,1,62,11,2,5,2006
2,2,25,16,1,5,2006
3,2,49,12,1,6,2006
3,2,41,16,1,3,2006
2,2,49,12,1,4,2006
3,1,38,15,4,5,2006
2,1,61,12,1,4,2006
2,1,32,12,1,4,2006
1,1,75,10,1,5,2006
2,2,28,9,4,2,2006
2,1,60,12,1,6,2006
3,1,56,14,4,4,2006
2,2,83,12,1,4,2006
3,1,85,12,1,3,2006
2,1,67,8,1,NA,2006
1,1,69,10,2,4,2006
2,2,54,14,1,5,2006
3,1,71,NA,1,7,2006
3,1,87,8,1,7,2006
3,2,48,13,1,2,2006
2,1,66,12,1,4,2006
2,1,35,12,1,4,2006
2,2,26,12,1,4,2006
3,2,45,13,1,4,2006
3,1,64,11,1,4,2006
3,2,38,12,4,4,2006
3,2,69,12,1,4,2006
2,2,27,9,4,7,2006
2,1,70,8,1,4,2006
3,1,46,12,4,4,2006
3,1,26,11,4,4,2006
2,1,60,14,1,4,2006
2,1,48,12,1,3,2006
2,1,23,12,4,4,2006
3,2,25,11,4,2,2006
3,1,54,12,4,6,2006
2,2,55,12,1,6,2006
3,2,27,11,1,4,2006
3,2,22,15,1,6,2006
3,2,42,9,1,6,2006
2,1,32,9,4,5,2006
2,2,35,12,1,NA,2006
3,1,35,9,4,5,2006
2,1,33,12,2,4,2006
1,2,43,17,1,2,2006
3,1,44,16,1,4,2006
3,2,30,14,2,2,2006
2,1,55,13,1,6,2006
3,2,40,17,1,5,2006
3,2,86,12,1,4,2006
3,1,37,12,1,4,2006
3,2,88,13,1,4,2006
2,1,65,12,1,7,2006
3,2,89,16,1,6,2006
3,1,25,18,4,2,2006
3,2,32,13,4,4,2006
2,2,71,13,1,4,2006
2,2,30,11,1,4,2006
2,2,34,14,1,6,2006
3,1,63,6,1,4,2006
3,2,41,16,4,2,2006
3,1,42,12,1,6,2006
3,1,70,12,1,6,2006
1,2,26,12,4,1,2006
3,2,26,14,1,3,2006
3,2,25,13,1,4,2006
3,2,50,8,1,4,2006
3,2,44,9,1,5,2006
3,2,43,12,1,7,2006
2,2,20,9,1,4,2006
3,1,38,12,1,4,2006
1,1,34,12,1,6,2006
2,2,20,10,1,4,2006
3,1,41,16,1,6,2006
3,2,43,14,1,5,2006
3,2,77,11,1,7,2006
3,1,51,10,4,NA,2006
2,2,31,12,1,4,2006
2,2,53,16,1,4,2006
3,1,30,8,1,4,2006
3,2,44,16,1,4,2006
3,2,70,9,1,NA,2006
1,1,21,14,1,3,2006
3,2,53,14,2,2,2006
1,1,30,12,1,NA,2006
2,2,43,11,1,5,2006
3,1,34,12,1,5,2006
3,2,46,14,1,6,2006
3,2,40,10,1,NA,2006
3,2,74,10,1,7,2006
3,2,32,20,1,5,2006
3,2,69,13,1,4,2006
3,2,22,16,1,6,2006
2,2,56,11,1,4,2006
3,2,24,13,1,4,2006
3,2,49,12,1,2,2006
3,1,62,12,5,2,2006
3,2,72,9,1,7,2006
3,1,60,14,1,4,2006
3,2,40,11,1,2,2006
2,2,45,17,1,6,2006
2,2,33,14,1,4,2006
3,2,52,12,1,6,2006
3,2,18,12,2,5,2006
3,1,35,17,1,3,2006
3,1,72,14,1,7,2006
3,2,32,9,1,4,2006
3,1,27,14,1,3,2006
3,1,51,12,1,4,2006
2,2,38,14,1,4,2006
3,2,48,16,1,4,2006
3,2,57,12,1,6,2006
3,1,24,10,1,5,2006
2,1,55,10,1,4,2006
3,1,71,8,4,4,2006
2,2,34,12,2,3,2006
2,1,19,12,11,4,2006
3,2,60,13,1,6,2006
3,1,61,10,1,4,2006
3,2,63,18,4,3,2006
3,2,66,15,1,5,2006
3,2,51,13,2,6,2006
3,2,32,12,1,4,2006
3,1,53,12,1,4,2006
1,1,59,10,4,2,2006
2,1,34,12,1,4,2006
3,2,61,13,1,5,2006
1,2,62,12,1,4,2006
3,1,38,14,1,6,2006
3,2,54,12,1,5,2006
1,1,28,12,4,5,2006
2,1,63,9,1,3,2006
3,1,42,12,1,4,2006
3,1,73,12,1,6,2006
2,2,30,16,1,7,2006
3,2,28,16,1,6,2006
3,2,51,18,1,5,2006
2,2,53,16,1,3,2006
3,1,56,12,2,7,2006
1,2,48,12,1,7,2006
2,2,63,6,1,1,2006
3,2,47,14,2,4,2006
1,1,37,12,1,4,2006
3,2,57,12,1,6,2006
3,1,21,14,1,6,2006
3,1,56,13,2,5,2006
2,2,75,2,1,6,2006
2,2,51,17,1,3,2006
3,2,64,8,1,3,2006
3,1,53,12,1,4,2006
2,2,44,12,1,3,2006
2,2,66,12,1,6,2006
1,1,62,5,4,7,2006
3,2,26,12,1,4,2006
1,1,26,12,1,4,2006
3,1,58,16,4,5,2006
3,1,36,14,1,5,2006
2,2,47,12,1,3,2006
3,2,48,14,1,4,2006
3,2,63,11,2,2,2006
2,2,54,15,1,3,2006
3,1,28,12,1,1,2006
3,1,46,8,4,5,2006
3,2,44,4,1,7,2006
2,1,65,13,1,4,2006
2,2,59,11,1,3,2006
3,1,49,11,1,2,2006
3,1,55,16,1,4,2006
2,2,23,12,1,6,2006
3,1,33,11,4,4,2006
1,2,66,12,1,6,2006
1,1,46,12,1,1,2006
3,1,34,13,1,5,2006
2,2,62,12,1,4,2006
3,2,20,13,1,4,2006
3,2,48,14,1,4,2006
3,1,58,16,1,5,2006
3,1,61,12,1,6,2006
3,2,74,19,1,6,2006
2,1,21,12,4,4,2006
3,2,53,12,1,6,2006
3,2,38,20,1,3,2006
3,2,28,14,1,4,2006
3,2,43,12,1,4,2006
2,1,49,11,1,7,2006
3,1,32,14,1,4,2006
2,1,67,16,1,6,2006
3,1,22,13,1,1,2006
2,2,32,15,1,4,2006
1,1,63,12,1,6,2006
3,2,74,10,1,NA,2006
3,2,70,12,1,4,2006
3,2,59,5,1,4,2006
3,2,62,8,1,4,2006
2,2,29,13,4,5,2006
2,2,40,11,3,6,2006
2,2,72,12,2,NA,2006
3,2,45,12,1,4,2006
3,2,30,14,1,2,2006
2,1,78,3,1,3,2006
2,1,43,12,2,2,2006
3,1,47,12,2,3,2006
3,2,83,8,1,4,2006
3,2,24,12,1,NA,2006
1,1,26,12,1,3,2006
1,2,38,13,1,2,2006
3,1,69,5,1,5,2006
2,1,48,13,1,2,2006
2,2,44,12,1,4,2006
3,1,24,13,1,4,2006
2,2,26,14,1,4,2006
3,1,24,17,1,6,2006
2,2,78,12,2,4,2006
3,2,43,18,1,2,2006
3,2,26,12,1,1,2006
2,2,25,12,1,4,2006
3,2,53,14,1,3,2006
1,2,22,12,1,6,2006
3,1,42,12,1,5,2006
2,2,22,13,2,3,2006
3,1,49,12,1,3,2006
3,1,25,17,2,6,2006
2,1,65,13,2,5,2006
2,1,63,10,1,1,2006
2,1,52,12,4,5,2006
2,2,27,13,1,3,2006
2,2,35,13,11,2,2006
2,2,36,12,1,7,2006
2,2,42,13,4,2,2006
2,2,29,9,2,6,2006
3,2,39,11,1,4,2006
3,2,72,12,11,4,2006
3,2,32,13,1,NA,2006
3,1,59,12,1,6,2006
2,1,65,9,1,6,2006
3,2,50,10,1,4,2006
2,1,27,13,1,4,2006
2,2,47,15,1,4,2006
2,2,50,12,11,2,2006
2,2,82,8,1,6,2006
2,2,78,13,1,4,2006
3,2,40,18,1,4,2006
2,2,22,14,1,5,2006
1,1,59,10,1,1,2006
2,2,54,12,1,3,2006
1,1,76,9,1,7,2006
3,2,51,11,1,2,2006
2,2,26,12,4,2,2006
3,2,22,15,4,1,2006
3,2,52,14,4,4,2006
3,2,67,12,1,6,2006
3,2,23,14,1,6,2006
3,1,56,12,1,NA,2006
3,1,43,12,1,2,2006
3,2,65,9,1,5,2006
2,1,20,12,1,3,2006
3,2,50,18,1,5,2006
3,2,54,17,1,6,2006
3,2,23,14,1,4,2006
3,2,40,12,1,3,2006
3,2,43,19,1,4,2006
2,2,29,16,1,6,2006
3,2,84,10,1,6,2006
3,2,31,13,1,6,2006
2,1,40,12,1,4,2006
3,1,50,14,1,6,2006
2,1,35,12,13,4,2006
3,1,69,14,1,5,2006
2,1,19,12,1,2,2006
3,1,64,10,1,3,2006
2,2,64,8,1,7,2006
3,1,31,16,1,4,2006
2,2,43,14,4,2,2006
2,1,25,14,1,NA,2006
2,2,63,12,1,4,2006
3,1,34,10,1,5,2006
3,2,30,12,4,4,2006
3,1,45,13,1,4,2006
3,1,63,12,1,6,2006
2,1,63,13,1,5,2006
3,1,54,17,1,5,2006
3,2,38,12,1,7,2006
3,1,64,9,1,4,2006
3,2,47,13,1,4,2006
3,2,37,14,1,5,2006
2,2,39,12,1,5,2006
3,1,38,13,4,6,2006
3,1,73,7,1,5,2006
3,1,46,13,1,5,2006
3,1,31,16,1,6,2006
2,1,36,18,1,2,2006
2,1,46,13,1,4,2006
2,1,59,12,4,6,2006
3,2,56,10,1,7,2006
2,1,18,11,2,3,2006
2,1,46,10,1,4,2006
2,2,68,12,1,2,2006
2,2,31,13,1,4,2006
3,2,24,15,11,4,2006
3,2,71,12,2,7,2006
1,2,55,16,1,6,2006
2,1,27,10,1,5,2006
3,2,37,12,1,4,2006
3,1,41,14,1,6,2006
2,1,67,17,1,6,2006
1,1,40,19,1,3,2006
3,1,58,12,1,NA,2006
2,1,40,10,4,4,2006
3,2,59,12,1,4,2006
3,1,41,16,1,6,2006
2,2,28,9,4,6,2006
3,1,28,16,1,NA,2006
3,2,38,17,1,5,2006
3,2,42,13,1,7,2006
2,2,28,12,1,4,2006
3,2,30,12,4,4,2006
2,1,54,16,1,4,2006
3,1,80,11,1,4,2006
3,1,45,14,2,4,2006
2,1,44,12,2,6,2006
3,1,19,12,2,6,2006
2,1,45,15,1,4,2006
3,1,60,17,2,5,2006
2,2,44,19,5,1,2006
3,1,33,14,1,3,2006
1,2,21,15,4,1,2006
3,2,22,14,4,4,2006
1,2,73,14,6,4,2006
3,2,68,20,1,5,2006
3,1,60,13,1,5,2006
3,2,70,12,2,6,2006
3,1,35,15,2,NA,2006
2,2,40,16,1,4,2006
3,1,21,14,2,4,2006
3,1,59,18,2,6,2006
3,1,38,15,4,5,2006
3,2,52,12,2,4,2006
2,2,53,12,2,5,2006
3,2,58,12,1,4,2006
3,1,55,16,4,5,2006
3,2,50,15,4,4,2006
2,2,75,12,1,4,2006
3,2,54,15,1,4,2006
3,2,50,11,4,NA,2006
1,2,65,12,1,4,2006
2,1,54,11,4,4,2006
3,1,51,10,1,4,2006
3,1,31,16,1,6,2006
3,1,78,18,1,5,2006
2,2,25,8,4,5,2006
3,2,72,12,1,7,2006
3,1,54,12,4,5,2006
3,2,70,12,1,5,2006
3,1,35,12,4,NA,2006
2,2,36,13,4,2,2006
3,2,47,16,6,1,2006
3,1,53,13,1,4,2006
3,1,38,19,1,2,2006
3,2,45,12,1,3,2006
3,1,31,14,2,6,2006
3,2,41,12,1,4,2006
2,2,20,12,4,4,2006
3,2,66,13,1,5,2006
3,2,35,12,1,2,2006
3,2,81,12,1,5,2006
3,1,54,12,1,7,2006
2,2,53,12,1,6,2006
3,2,73,18,1,4,2006
3,2,22,12,1,3,2006
3,1,32,16,5,4,2006
2,2,64,12,1,4,2006
3,2,47,14,9,4,2006
3,1,69,19,2,4,2006
2,1,27,12,2,4,2006
2,2,64,15,2,6,2006
3,2,27,14,1,6,2006
3,2,63,17,1,2,2006
3,2,47,15,2,5,2006
3,1,87,15,2,4,2006
3,2,39,16,4,3,2006
3,2,45,16,3,2,2006
3,1,80,10,2,4,2006
3,1,42,12,1,4,2006
3,1,71,16,1,6,2006
2,2,40,12,1,3,2006
3,1,34,18,2,6,2006
3,1,45,12,1,4,2006
3,1,67,16,1,5,2006
3,2,53,13,1,2,2006
2,2,60,12,1,3,2006
3,1,68,17,4,1,2006
2,2,43,20,2,3,2006
3,2,30,16,1,4,2006
2,2,35,18,2,5,2006
2,1,47,12,1,5,2006
3,1,45,15,1,4,2006
3,2,89,12,1,3,2006
2,2,32,12,1,4,2006
3,2,50,17,2,3,2006
3,2,23,13,4,3,2006
3,1,42,12,1,2,2006
3,1,24,12,1,6,2006
3,1,46,10,1,6,2006
3,1,55,12,1,6,2006
3,1,62,19,4,2,2006
3,2,29,17,1,3,2006
2,2,33,14,4,3,2006
3,2,49,14,1,5,2006
3,1,67,14,2,4,2006
3,2,42,12,1,2,2006
2,2,35,16,4,3,2006
2,1,43,16,4,5,2006
3,2,19,14,4,2,2006
3,2,86,16,1,6,2006
3,1,62,14,1,4,2006
3,2,64,12,1,7,2006
3,1,25,14,2,5,2006
3,1,46,16,2,4,2006
2,2,84,8,1,7,2006
2,1,46,12,2,4,2006
3,1,49,12,2,2,2008
3,1,48,20,1,4,2008
3,1,47,13,4,4,2008
2,2,37,12,1,2,2008
3,1,72,16,2,4,2008
3,2,36,12,4,3,2008
2,2,48,14,2,2,2008
3,1,62,17,1,2,2008
3,1,40,19,4,5,2008
3,2,58,16,1,4,2008
2,2,34,18,9,4,2008
2,1,26,15,9,5,2008
3,2,33,13,3,6,2008
2,1,37,14,4,3,2008
3,2,74,13,2,6,2008
3,2,70,13,2,6,2008
3,1,32,14,11,4,2008
3,1,42,18,7,3,2008
2,1,45,18,3,2,2008
3,2,78,18,3,2,2008
3,2,54,12,2,4,2008
3,2,37,16,10,6,2008
3,2,30,16,9,NA,2008
3,2,53,14,1,4,2008
3,2,78,16,10,6,2008
3,2,38,16,1,5,2008
3,2,60,10,1,2,2008
3,2,46,15,1,4,2008
1,1,38,18,7,4,2008
3,2,55,20,2,5,2008
3,2,39,16,4,3,2008
3,2,39,14,2,2,2008
3,1,44,18,1,7,2008
2,2,60,16,2,5,2008
1,1,22,15,2,4,2008
3,2,42,16,2,4,2008
3,1,25,17,1,1,2008
3,1,50,16,1,4,2008
3,1,24,12,4,4,2008
1,2,67,16,1,4,2008
2,1,27,14,1,3,2008
3,1,65,20,4,2,2008
3,1,43,20,3,3,2008
1,1,26,12,1,2,2008
3,1,43,9,4,2,2008
3,2,62,19,2,5,2008
2,1,43,14,2,4,2008
2,1,50,12,2,2,2008
3,2,65,12,2,5,2008
3,2,45,12,2,4,2008
3,2,56,16,5,4,2008
2,1,61,12,1,4,2008
2,2,64,12,2,4,2008
3,1,68,14,1,2,2008
2,2,35,12,4,4,2008
3,2,39,14,2,3,2008
3,2,47,15,4,NA,2008
2,1,46,19,2,3,2008
3,2,50,16,1,4,2008
3,1,50,16,1,4,2008
3,2,19,13,1,2,2008
3,2,51,14,2,5,2008
3,1,70,15,2,6,2008
3,1,54,12,4,4,2008
3,1,43,16,2,7,2008
2,1,33,15,1,3,2008
2,2,63,12,2,4,2008
3,1,57,15,3,2,2008
3,1,29,16,4,3,2008
2,2,57,20,6,2,2008
3,2,48,18,4,2,2008
