astrosci,sex,age,educ,relig,polviews,year
2,1,50,9,2,4,2008
2,2,27,13,4,4,2008
3,2,60,14,1,4,2008
3,1,44,13,2,NA,2008
3,2,34,11,4,6,2008
1,2,57,14,2,6,2008
3,1,33,11,2,4,2008
3,1,70,12,1,6,2008
2,2,34,12,1,6,2008
2,2,22,14,2,5,2008
3,1,46,12,1,7,2008
3,2,75,14,1,2,2008
3,2,19,12,1,2,2008
2,2,21,13,1,5,2008
3,2,56,11,11,4,2008
3,1,46,16,1,4,2008
3,1,40,17,1,6,2008
3,1,31,8,4,4,2008
3,1,72,14,1,5,2008
2,1,49,12,4,2,2008
2,1,42,16,4,1,2008
2,1,26,12,2,3,2008
3,1,29,20,4,3,2008
2,2,31,16,4,1,2008
3,1,31,13,5,2,2008
1,1,29,15,1,5,2008
2,2,55,12,2,7,2008
2,2,26,18,4,4,2008
2,2,42,18,3,1,2008
3,2,56,15,4,4,2008
3,2,28,16,4,2,2008
2,2,80,12,2,7,2008
2,2,26,12,2,4,2008
3,2,53,18,2,5,2008
3,2,51,14,2,5,2008
3,2,46,16,4,2,2008
3,2,57,18,1,1,2008
2,2,30,17,5,3,2008
3,1,56,16,6,4,2008
1,2,21,11,2,4,2008
3,2,62,12,2,4,2008
3,2,81,16,1,6,2008
3,1,81,12,1,6,2008
2,1,51,16,1,5,2008
3,2,54,18,4,1,2008
2,2,52,13,1,4,2008
3,2,75,16,2,4,2008
3,2,52,12,11,6,2008
3,1,28,12,4,2,2008
3,2,40,10,1,4,2008
2,1,61,14,1,1,2008
2,1,57,14,1,2,2008
3,1,60,8,4,4,2008
2,2,24,12,4,3,2008
3,2,89,17,1,4,2008
3,1,28,16,2,5,2008
2,2,49,16,1,3,2008
3,1,61,16,4,4,2008
2,1,69,12,1,4,2008
3,1,49,12,4,2,2008
3,1,79,12,1,4,2008
2,2,53,12,1,4,2008
2,2,85,12,1,4,2008
3,2,44,14,2,6,2008
2,2,63,19,1,4,2008
3,1,56,16,1,6,2008
2,2,62,12,2,2,2008
3,1,47,19,2,5,2008
3,1,60,16,1,4,2008
3,2,25,16,4,1,2008
3,1,60,13,1,7,2008
3,2,59,20,1,1,2008
3,2,23,16,1,6,2008
3,2,24,16,1,6,2008
3,2,22,16,4,2,2008
3,1,31,17,4,2,2008
2,1,27,13,4,3,2008
2,2,29,19,2,4,2008
3,2,38,20,4,4,2008
3,1,26,16,1,4,2008
2,2,51,12,4,6,2008
3,1,58,14,1,NA,2008
2,1,39,14,2,5,2008
3,2,78,13,2,5,2008
2,2,70,14,1,2,2008
3,2,36,18,1,3,2008
3,2,50,16,1,2,2008
3,1,64,14,2,4,2008
3,2,54,14,1,4,2008
2,1,48,14,1,6,2008
2,1,24,13,2,4,2008
3,2,20,12,1,6,2008
2,2,27,12,1,4,2008
3,2,36,19,1,4,2008
3,2,31,16,1,3,2008
3,2,31,16,1,5,2008
3,2,40,16,1,6,2008
2,1,23,12,1,4,2008
2,1,35,15,2,4,2008
3,1,58,19,2,3,2008
2,2,55,15,1,2,2008
3,2,35,15,1,4,2008
3,1,32,19,1,7,2008
2,2,38,12,2,4,2008
2,2,72,12,1,4,2008
3,2,49,14,11,4,2008
2,2,50,12,1,4,2008
3,2,30,14,2,5,2008
3,2,44,12,1,4,2008
3,2,55,12,11,4,2008
1,2,60,12,1,6,2008
3,2,47,13,2,4,2008
3,1,39,12,1,4,2008
2,2,19,14,1,3,2008
3,1,56,16,1,6,2008
3,2,67,12,1,NA,2008
2,1,54,10,1,6,2008
2,1,43,10,1,4,2008
3,1,46,11,4,3,2008
3,1,74,16,2,4,2008
3,2,61,12,1,2,2008
3,1,62,16,1,4,2008
3,1,53,12,4,4,2008
2,2,48,14,1,5,2008
2,2,43,12,1,4,2008
3,2,73,14,1,4,2008
3,1,21,9,2,NA,2008
2,2,53,11,1,4,2008
3,1,40,14,1,4,2008
2,1,49,12,2,4,2008
3,2,63,12,1,NA,2008
3,1,60,12,1,3,2008
3,2,57,12,1,4,2008
2,2,22,9,1,NA,2008
2,2,29,11,4,2,2008
3,1,24,14,1,5,2008
3,2,37,12,2,5,2008
3,1,62,12,4,4,2008
3,1,60,14,1,4,2008
3,1,74,12,1,2,2008
3,2,68,12,1,6,2008
3,2,66,12,1,6,2008
3,1,49,12,1,4,2008
3,1,47,12,4,4,2008
3,1,61,12,4,4,2008
3,1,71,10,1,4,2008
3,1,64,12,1,4,2008
3,1,65,12,1,4,2008
3,1,31,12,1,4,2008
3,1,41,12,1,6,2008
3,1,35,14,4,3,2008
2,1,72,10,1,4,2008
3,2,55,12,1,4,2008
3,2,26,12,4,4,2008
3,2,34,15,1,3,2008
3,2,54,12,1,4,2008
3,2,31,18,1,3,2008
2,2,63,8,4,2,2008
2,2,25,15,4,4,2008
3,2,22,14,4,5,2008
3,2,24,12,4,5,2008
2,1,47,16,1,4,2008
3,1,72,0,1,5,2008
2,1,75,11,4,4,2008
2,1,52,12,2,6,2008
3,1,70,12,2,6,2008
3,1,89,8,2,6,2008
3,2,57,11,1,6,2008
3,1,45,12,1,7,2008
3,1,40,12,2,7,2008
2,2,37,12,1,4,2008
2,2,75,15,1,4,2008
3,2,22,13,1,4,2008
3,1,47,11,1,2,2008
3,1,29,16,1,5,2008
2,2,64,12,2,5,2008
2,2,60,11,1,NA,2008
3,1,31,15,4,3,2008
3,1,56,9,1,6,2008
2,2,47,12,1,6,2008
3,2,38,15,1,6,2008
2,2,47,14,1,4,2008
3,2,65,12,1,6,2008
3,2,51,8,1,NA,2008
3,2,81,12,1,7,2008
3,2,63,12,1,6,2008
3,2,54,9,1,7,2008
3,1,51,12,1,4,2008
2,2,21,10,1,NA,2008
3,1,52,16,1,2,2008
3,2,19,12,1,6,2008
3,1,74,8,1,6,2008
3,2,50,17,1,4,2008
3,1,35,12,1,4,2008
3,2,67,14,1,3,2008
3,1,29,13,2,4,2008
3,2,52,9,1,6,2008
2,1,35,12,1,4,2008
3,2,55,16,1,5,2008
1,1,69,14,1,4,2008
3,2,49,12,1,4,2008
3,2,46,13,1,4,2008
3,1,50,17,1,6,2008
3,2,66,12,1,6,2008
2,1,19,12,1,4,2008
3,2,58,11,1,5,2008
3,2,48,14,1,5,2008
3,1,71,13,1,NA,2008
3,1,31,12,1,NA,2008
2,2,66,12,1,NA,2008
1,2,45,16,12,4,2008
2,2,69,12,1,4,2008
3,2,49,14,1,5,2008
2,2,55,10,1,6,2008
2,2,36,11,1,NA,2008
3,1,21,8,1,6,2008
3,2,21,11,1,NA,2008
3,2,51,9,1,NA,2008
3,1,66,12,1,6,2008
2,1,44,15,1,6,2008
1,2,37,16,1,2,2008
3,1,59,12,11,4,2008
3,1,67,14,4,4,2008
3,1,47,16,1,5,2008
3,2,44,18,1,4,2008
3,1,56,12,4,NA,2008
3,1,41,20,1,6,2008
3,1,50,12,4,4,2008
1,1,68,9,1,6,2008
3,1,44,18,1,6,2008
1,2,51,14,1,6,2008
3,1,36,16,10,4,2008
3,1,47,12,1,5,2008
3,2,43,12,1,4,2008
3,2,70,12,1,6,2008
3,2,57,14,1,3,2008
3,2,41,17,1,7,2008
3,1,34,14,1,4,2008
3,1,28,16,1,6,2008
3,2,48,13,1,6,2008
3,1,22,13,1,4,2008
2,2,22,15,1,5,2008
1,2,48,12,1,4,2008
3,1,67,12,1,5,2008
2,2,37,12,1,3,2008
2,1,68,12,1,4,2008
3,1,45,12,1,3,2008
2,2,70,12,1,4,2008
3,1,30,11,2,4,2008
2,1,55,12,1,4,2008
3,1,52,12,1,4,2008
3,2,34,12,11,6,2008
3,1,65,9,1,6,2008
3,2,53,12,1,6,2008
2,1,55,12,1,5,2008
3,1,63,14,1,4,2008
3,1,65,12,1,4,2008
1,2,28,13,1,6,2008
3,2,81,6,1,2,2008
1,1,28,11,1,4,2008
3,2,53,12,1,6,2008
2,2,66,9,1,3,2008
3,2,29,13,11,4,2008
3,2,57,18,2,4,2008
3,1,57,19,2,6,2008
2,1,67,12,1,4,2008
3,2,58,12,1,6,2008
3,2,35,13,2,4,2008
2,2,29,11,1,4,2008
2,1,30,10,1,4,2008
3,2,56,12,2,3,2008
1,2,32,14,1,5,2008
2,1,55,8,4,1,2008
2,1,24,11,2,6,2008
2,2,34,12,11,4,2008
1,1,28,7,1,4,2008
3,1,61,14,4,4,2008
3,1,44,11,1,4,2008
3,2,54,9,2,3,2008
3,1,48,11,1,6,2008
2,2,52,16,11,6,2008
2,1,41,12,2,5,2008
2,1,20,12,1,4,2008
3,1,61,12,4,5,2008
3,2,67,12,1,4,2008
2,2,37,9,2,NA,2008
3,1,34,12,1,1,2008
2,1,35,13,1,4,2008
3,1,37,6,2,4,2008
2,2,28,6,4,6,2008
2,1,60,12,1,2,2008
3,1,63,12,1,6,2008
2,2,32,14,1,4,2008
3,1,61,11,1,3,2008
2,2,53,14,1,5,2008
3,1,62,12,1,5,2008
3,2,35,12,1,4,2008
3,2,41,13,1,4,2008
2,1,59,8,1,4,2008
2,2,60,12,1,5,2008
1,2,81,12,1,6,2008
3,2,39,13,1,2,2008
3,1,62,12,1,4,2008
3,2,47,12,1,4,2008
2,2,51,13,1,5,2008
3,2,26,12,1,4,2008
3,1,57,13,1,5,2008
3,1,50,12,1,4,2008
3,1,55,12,1,4,2008
3,2,20,12,1,3,2008
3,1,27,13,1,4,2008
3,2,75,14,1,4,2008
3,1,37,19,2,4,2008
2,2,53,11,1,4,2008
3,2,36,18,1,4,2008
3,2,78,15,1,4,2008
3,1,28,16,1,6,2008
3,1,28,14,1,2,2008
3,2,36,12,1,4,2008
3,2,46,16,4,4,2008
3,1,41,12,4,4,2008
3,2,34,10,1,4,2008
2,1,19,13,1,4,2008
3,2,32,13,1,4,2008
3,2,61,11,1,6,2008
3,1,54,12,1,4,2008
2,2,34,12,1,4,2008
3,1,62,12,1,7,2008
3,2,28,18,1,6,2008
3,2,82,9,1,4,2008
2,2,71,16,5,5,2008
3,2,34,12,1,4,2008
3,1,65,13,1,5,2008
3,1,61,12,1,5,2008
2,1,76,12,1,6,2008
3,1,55,12,1,4,2008
3,2,76,12,1,6,2008
3,1,49,12,4,4,2008
2,1,45,12,2,4,2008
3,1,32,14,1,4,2008
3,1,60,11,1,4,2008
3,1,50,14,1,4,2008
2,1,65,15,1,4,2008
3,2,31,10,1,NA,2008
2,1,54,14,1,NA,2008
3,2,46,18,1,6,2008
2,2,49,12,1,2,2008
3,2,50,19,1,3,2008
3,2,32,12,1,5,2008
3,1,64,12,2,5,2008
2,2,78,18,1,6,2008
3,1,55,13,2,4,2008
2,2,35,18,1,4,2008
1,1,27,17,1,6,2008
3,2,50,12,4,5,2008
3,1,53,9,2,7,2008
3,2,60,9,1,3,2008
3,2,80,9,1,5,2008
3,1,30,16,1,5,2008
3,2,41,16,1,1,2008
2,1,31,14,1,6,2008
2,2,22,12,11,4,2008
2,2,80,12,1,4,2008
2,1,43,14,1,7,2008
2,2,49,12,1,4,2008
3,2,38,16,1,3,2008
3,1,67,12,1,4,2008
3,2,75,20,1,4,2008
3,2,26,15,4,2,2008
3,2,52,14,1,4,2008
3,1,27,16,2,2,2008
3,1,33,14,4,6,2008
3,1,21,15,1,6,2008
3,2,69,12,2,4,2008
3,1,83,12,2,5,2008
3,2,61,15,4,2,2008
2,1,34,15,2,4,2008
3,2,26,13,2,4,2008
3,2,81,11,1,5,2008
3,1,51,11,4,4,2008
3,2,51,12,4,2,2008
3,2,39,12,1,4,2008
3,1,58,16,1,6,2008
3,1,36,17,1,6,2008
3,1,64,14,4,6,2008
3,1,43,12,1,7,2008
3,1,51,12,4,4,2008
2,2,35,12,4,3,2008
1,1,37,11,1,5,2008
3,2,56,13,4,2,2008
3,1,64,16,10,6,2008
3,1,68,16,4,4,2008
3,1,62,12,2,6,2008
3,1,26,14,11,1,2008
3,2,70,12,1,4,2008
3,2,49,14,11,3,2008
3,2,71,11,1,7,2008
2,2,43,13,2,4,2008
2,1,20,12,2,NA,2008
1,2,50,13,1,5,2008
3,2,36,16,11,6,2008
3,1,21,14,4,4,2008
2,1,22,13,1,4,2008
2,2,37,16,3,6,2008
3,2,60,12,1,2,2008
3,1,34,13,2,1,2008
3,2,88,12,2,5,2008
3,1,31,16,4,1,2008
3,2,31,12,11,4,2008
3,2,81,12,1,4,2008
2,1,23,11,4,7,2008
3,2,30,16,1,6,2008
3,2,72,16,3,1,2008
3,2,55,16,2,4,2008
3,2,35,18,1,6,2008
3,2,75,12,1,4,2008
3,2,70,12,1,5,2008
3,1,49,14,4,4,2008
3,2,42,16,2,4,2008
2,2,41,11,1,4,2008
2,1,38,13,1,4,2008
3,2,49,14,1,6,2008
3,2,75,11,1,6,2008
3,2,21,14,2,3,2008
3,2,72,14,1,4,2008
3,2,78,12,1,6,2008
3,2,33,12,1,4,2008
3,2,30,17,1,6,2008
2,2,29,15,1,4,2008
3,2,47,18,1,5,2008
2,1,19,12,4,3,2008
3,1,49,12,1,4,2008
2,2,54,14,1,6,2008
3,2,62,20,2,2,2008
3,2,78,0,1,3,2010
3,2,31,14,2,2,2010
3,2,28,10,1,3,2010
2,1,56,13,1,3,2010
3,2,33,16,3,4,2010
3,1,34,18,3,2,2010
3,1,75,15,10,4,2010
3,2,78,16,2,4,2010
2,1,57,15,2,5,2010
3,2,84,16,3,2,2010
3,1,24,17,13,2,2010
3,2,23,13,2,5,2010
2,2,37,13,2,2,2010
2,1,80,16,4,4,2010
2,2,22,15,8,1,2010
3,2,54,16,5,4,2010
2,1,19,12,2,4,2010
3,1,34,16,3,4,2010
3,2,44,16,2,6,2010
3,1,40,13,2,6,2010
3,2,42,20,4,2,2010
2,2,19,11,2,NA,2010
3,2,48,18,2,3,2010
1,2,45,14,2,4,2010
1,1,23,16,2,3,2010
3,2,41,16,2,3,2010
2,2,56,8,2,4,2010
3,2,43,16,1,4,2010
3,2,45,14,2,2,2010
3,1,50,12,2,NA,2010
2,2,50,16,2,5,2010
2,2,50,16,3,4,2010
3,1,64,16,3,2,2010
3,1,40,19,2,5,2010
3,1,59,16,2,6,2010
2,1,36,11,2,2,2010
2,2,32,12,1,3,2010
3,1,49,16,4,4,2010
2,2,37,12,11,6,2010
3,1,28,15,1,6,2010
3,1,47,17,4,1,2010
3,2,40,12,4,4,2010
2,1,68,20,4,3,2010
3,1,34,16,2,5,2010
3,2,34,8,2,3,2010
3,1,71,16,2,6,2010
2,1,49,14,6,3,2010
3,1,44,15,11,4,2010
3,2,56,20,4,3,2010
3,1,60,14,4,3,2010
3,1,52,16,5,6,2010
3,1,46,12,3,3,2010
3,1,33,20,1,2,2010
3,1,24,16,3,2,2010
2,1,30,16,1,4,2010
3,2,34,19,11,5,2010
3,2,64,18,4,3,2010
2,2,29,16,1,4,2010
3,1,35,12,1,NA,2010
3,2,34,16,4,3,2010
2,2,25,16,1,2,2010
2,2,70,12,4,6,2010
3,2,41,17,4,2,2010
2,2,24,17,1,2,2010
3,1,55,12,2,4,2010
3,1,23,14,2,NA,2010
3,1,58,17,10,2,2010
3,1,55,20,4,5,2010
3,2,76,12,1,4,2010
3,2,60,16,4,1,2010
3,2,36,14,2,4,2010
2,1,75,15,10,6,2010
3,2,48,15,2,3,2010
2,1,54,14,4,4,2010
3,1,45,14,4,4,2010
3,2,58,16,1,4,2010
1,2,36,15,1,4,2010
2,2,58,13,2,4,2010
3,2,60,20,4,2,2010
2,2,42,14,11,3,2010
3,2,35,12,4,4,2010
3,1,67,20,1,3,2010
3,1,60,18,4,2,2010
3,1,47,16,8,4,2010
3,1,43,16,2,5,2010
2,2,63,16,2,3,2010
2,1,28,15,11,4,2010
2,1,47,16,4,5,2010
2,1,24,17,4,4,2010
3,1,48,20,4,2,2010
3,2,54,16,1,3,2010
2,2,23,15,4,3,2010
2,1,29,12,2,4,2010
1,2,20,12,4,NA,2010
3,2,72,12,2,4,2010
3,1,63,20,4,6,2010
3,2,52,15,4,1,2010
3,2,39,16,4,3,2010
1,1,19,11,1,4,2010
3,1,45,16,1,4,2010
3,1,72,17,3,6,2010
2,2,26,12,2,4,2010
3,1,48,20,2,2,2010
2,1,82,16,1,2,2010
1,1,47,12,9,3,2010
1,2,79,12,1,4,2010
3,2,43,12,10,2,2010
2,1,71,12,2,4,2010
1,2,62,18,3,7,2010
3,2,29,9,13,6,2010
3,2,28,18,1,1,2010
3,2,27,18,1,4,2010
3,2,69,12,11,5,2010
3,2,25,16,2,5,2010
3,1,27,16,4,5,2010
3,1,50,13,2,4,2010
3,1,77,12,1,1,2010
3,1,43,12,4,6,2010
3,2,45,12,2,4,2010
3,1,54,9,4,6,2010
3,2,46,14,1,4,2010
3,1,40,11,2,4,2010
3,1,81,12,4,3,2010
3,2,70,12,2,4,2010
1,2,20,12,4,4,2010
3,2,56,13,2,3,2010
3,1,47,11,1,4,2010
2,1,50,12,9,4,2010
2,2,28,13,13,4,2010
3,1,86,16,4,5,2010
1,2,34,11,2,7,2010
3,1,45,14,4,3,2010
3,1,22,15,13,7,2010
2,2,37,12,4,6,2010
3,1,56,12,1,6,2010
1,2,35,6,2,6,2010
3,1,54,11,1,4,2010
2,1,59,12,1,4,2010
3,1,33,16,2,5,2010
3,1,59,0,1,4,2010
2,2,81,8,2,2,2010
3,2,43,16,1,2,2010
3,1,33,16,4,4,2010
3,2,27,16,4,3,2010
2,2,71,12,2,5,2010
3,2,66,16,1,1,2010
3,1,46,12,1,6,2010
3,1,53,12,1,4,2010
2,2,23,12,5,3,2010
3,1,62,20,2,3,2010
3,2,62,17,4,4,2010
2,2,31,9,1,4,2010
3,2,20,13,1,4,2010
3,2,33,12,2,4,2010
3,1,19,12,11,4,2010
1,2,23,11,1,1,2010
2,2,63,12,1,2,2010
3,1,25,12,2,6,2010
3,1,61,16,4,6,2010
3,2,37,16,1,2,2010
2,1,50,18,2,2,2010
2,2,56,9,2,4,2010
3,2,49,19,NA,4,2010
2,2,53,16,2,4,2010
3,2,36,13,2,2,2010
3,2,62,16,1,3,2010
2,2,56,13,1,6,2010
3,2,26,15,2,6,2010
3,1,64,14,2,NA,2010
3,2,55,16,1,3,2010
3,1,21,14,1,2,2010
2,2,41,13,1,4,2010
3,1,35,12,1,6,2010
3,1,34,20,1,7,2010
3,2,39,18,1,2,2010
3,2,32,16,1,6,2010
3,1,54,18,1,7,2010
1,1,54,4,2,5,2010
3,1,56,10,2,3,2010
2,1,31,2,2,5,2010
2,2,31,6,4,6,2010
2,1,58,13,1,7,2010
2,1,40,12,4,5,2010
2,2,74,12,1,4,2010
2,2,62,12,1,5,2010
2,1,31,12,4,4,2010
3,1,65,14,2,6,2010
2,2,54,13,4,4,2010
1,1,44,14,1,5,2010
2,1,20,12,2,3,2010
3,2,62,12,1,6,2010
3,2,30,17,2,2,2010
3,2,53,12,5,5,2010
3,1,43,16,3,3,2010
3,1,31,12,1,4,2010
3,1,46,12,2,6,2010
2,1,44,12,1,4,2010
3,1,54,12,2,2,2010
3,1,56,16,1,3,2010
3,1,34,16,1,5,2010
3,2,30,16,1,1,2010
3,2,68,11,1,6,2010
3,2,27,19,1,4,2010
3,1,45,12,1,4,2010
3,2,68,7,1,1,2010
3,1,63,12,1,6,2010
2,2,28,12,1,4,2010
3,2,44,8,1,4,2010
2,1,25,12,1,4,2010
3,2,69,11,1,6,2010
3,1,84,11,1,7,2010
3,2,60,16,4,2,2010
3,2,57,15,1,3,2010
3,1,38,18,2,4,2010
3,2,62,14,2,4,2010
3,1,33,12,1,4,2010
3,2,72,9,1,5,2010
3,2,37,12,2,5,2010
3,1,66,15,4,2,2010
2,2,23,14,11,4,2010
3,2,24,14,1,6,2010
3,1,83,6,3,4,2010
3,1,88,8,3,4,2010
3,1,76,16,1,3,2010
3,2,49,16,3,2,2010
3,1,32,16,3,6,2010
3,2,23,13,4,2,2010
3,1,54,19,1,4,2010
1,1,34,12,2,6,2010
2,2,64,6,2,4,2010
3,1,33,16,4,4,2010
3,1,61,18,1,6,2010
3,1,58,18,1,6,2010
1,1,56,20,2,4,2010
3,1,50,19,1,5,2010
3,1,21,11,1,4,2010
2,1,52,15,2,4,2010
2,2,28,14,1,4,2010
3,1,65,3,1,4,2010
3,1,83,9,2,NA,2010
3,1,45,12,1,4,2010
2,1,35,15,NA,2,2010
3,2,74,12,1,5,2010
3,1,38,16,4,2,2010
3,1,27,16,1,4,2010
2,1,27,14,1,6,2010
3,2,24,13,1,4,2010
3,2,55,16,3,2,2010
3,2,45,14,2,2,2010
2,1,36,14,4,4,2010
3,2,49,16,1,3,2010
2,2,51,14,4,2,2010
3,2,58,12,2,4,2010
1,2,32,11,2,4,2010
2,2,35,14,1,2,2010
3,2,70,14,2,4,2010
3,1,56,16,3,4,2010
3,2,62,18,10,5,2010
3,2,49,16,4,2,2010
3,1,88,9,2,3,2010
3,2,73,20,1,5,2010
2,1,30,16,13,4,2010
2,2,76,12,1,4,2010
2,1,56,18,2,2,2010
2,2,25,18,7,4,2010
3,1,55,15,1,6,2010
2,1,60,16,2,4,2010
3,2,58,12,1,4,2010
3,2,31,12,2,4,2010
3,2,41,20,1,5,2010
3,2,55,16,1,5,2010
3,1,44,8,1,6,2010
3,1,61,16,1,6,2010
3,2,56,11,1,4,2010
3,2,46,11,1,2,2010
3,2,84,12,1,4,2010
2,1,89,12,1,4,2010
1,1,30,15,1,4,2010
3,1,44,12,1,4,2010
2,2,71,12,1,4,2010
3,2,83,12,1,4,2010
3,1,52,11,4,3,2010
3,2,70,12,2,2,2010
3,1,61,12,2,4,2010
2,1,38,6,2,3,2010
1,1,21,12,4,3,2010
1,2,22,12,2,4,2010
3,2,70,9,1,3,2010
3,2,59,17,1,4,2010
2,2,29,11,1,6,2010
3,1,72,17,1,2,2010
3,1,33,19,1,5,2010
3,1,56,12,1,7,2010
2,2,28,12,1,4,2010
2,2,48,9,1,4,2010
2,2,30,15,1,4,2010
3,1,60,3,4,2,2010
3,2,32,16,1,5,2010
3,2,62,13,1,6,2010
2,1,27,12,11,4,2010
3,2,32,12,2,6,2010
3,2,29,19,2,2,2010
3,1,44,12,1,5,2010
2,1,50,14,2,3,2010
3,2,57,18,4,4,2010
3,2,33,14,4,2,2010
3,2,59,14,1,4,2010
3,2,53,14,2,4,2010
3,2,33,12,2,3,2010
2,1,25,9,2,4,2010
2,2,44,16,2,3,2010
3,1,26,16,4,2,2010
2,1,36,12,1,4,2010
3,2,67,14,1,6,2010
2,2,47,14,1,5,2010
3,2,33,12,1,6,2010
3,2,61,17,1,7,2010
3,2,36,12,11,3,2010
2,2,32,18,13,4,2010
1,1,26,7,4,4,2010
3,2,30,19,11,6,2010
2,2,63,18,1,5,2010
3,2,34,20,2,2,2010
3,1,59,18,1,5,2010
3,2,56,15,1,3,2010
2,2,21,14,4,4,2010
1,1,39,11,1,6,2010
2,2,27,17,1,6,2010
3,1,49,18,1,5,2010
3,1,44,14,1,5,2010
3,1,59,13,2,4,2010
2,2,27,12,1,5,2010
2,1,38,18,2,2,2010
3,1,46,12,1,4,2010
3,2,51,12,1,NA,2010
3,1,89,14,1,4,2010
3,2,28,14,4,4,2010
2,2,41,18,1,4,2010
3,2,69,20,4,1,2010
3,1,58,18,1,6,2010
2,2,57,12,1,4,2010
3,1,52,16,2,7,2010
3,2,64,20,4,4,2010
3,1,49,12,4,4,2010
3,2,30,16,2,4,2010
3,2,46,13,2,7,2010
3,2,46,16,1,6,2010
2,2,23,12,1,4,2010
1,1,25,14,1,5,2010
3,1,53,18,1,2,2010
3,2,25,18,1,3,2010
3,2,87,12,1,5,2010
3,2,26,16,1,4,2010
3,1,53,16,2,6,2010
3,2,34,15,4,3,2010
2,2,89,12,1,1,2010
2,2,21,12,1,4,2010
3,1,43,13,1,5,2010
2,2,58,13,1,5,2010
2,2,31,10,4,6,2010
2,2,46,17,1,4,2010
3,1,50,12,1,4,2010
3,2,62,16,1,2,2010
2,2,29,20,1,2,2010
3,2,22,15,1,6,2010
3,1,75,11,1,7,2010
1,1,69,10,1,7,2010
3,1,23,15,1,5,2010
3,2,36,14,4,3,2010
3,1,23,11,1,6,2010
2,2,39,12,4,4,2010
3,1,62,10,4,3,2010
3,1,80,15,1,6,2010
2,1,46,12,2,2,2010
2,2,29,14,13,5,2010
3,1,42,13,11,5,2010
2,2,89,12,1,4,2010
2,2,40,14,1,6,2010
3,2,45,16,2,5,2010
3,1,40,16,13,6,2010
2,1,51,12,4,2,2010
3,1,57,14,2,4,2010
2,2,53,15,1,2,2010
3,2,73,16,1,6,2010
3,1,46,14,1,6,2010
3,1,77,13,1,4,2010
2,2,85,12,4,4,2010
3,2,28,12,4,4,2010
2,2,28,13,2,4,2010
2,2,25,12,1,6,2010
2,2,37,12,1,4,2010
3,2,32,13,1,4,2010
3,2,44,16,1,2,2010
2,2,34,12,1,5,2010
3,2,54,14,1,6,2010
3,1,48,8,2,5,2010
1,1,62,13,1,2,2010
3,1,46,14,1,2,2010
2,1,46,4,2,NA,2010
2,1,81,7,1,3,2010
3,2,26,19,1,4,2010
3,2,80,12,1,5,2010
3,2,71,18,1,2,2010
3,1,36,16,1,4,2010
3,1,26,17,1,2,2010
3,1,42,19,1,6,2010
3,2,79,16,1,4,2010
2,2,32,15,1,4,2010
3,2,51,9,4,4,2010
3,2,44,16,2,5,2010
3,1,30,16,11,2,2010
2,2,32,13,13,3,2010
2,1,43,13,1,6,2010
2,1,22,14,1,6,2010
2,1,25,16,2,5,2010
3,1,50,17,1,6,2010
3,2,40,17,1,6,2010
3,1,40,16,4,4,2010
2,2,89,16,1,3,2010
3,1,58,16,1,6,2010
1,1,24,14,4,2,2010
3,2,37,16,5,4,2010
2,2,27,16,1,6,2010
3,1,31,16,1,4,2010
3,2,31,17,1,6,2010
1,2,31,14,6,7,2010
2,1,31,14,1,5,2010
3,1,36,18,NA,NA,2010
2,2,23,15,1,4,2010
1,1,30,13,1,6,2010
3,2,47,12,1,7,2010
3,2,45,16,1,5,2010
3,2,33,18,1,6,2010
2,2,46,9,1,4,2010
1,2,27,13,2,4,2010
3,2,36,11,2,4,2010
2,2,28,15,2,4,2010
2,2,34,9,2,3,2010
2,2,49,6,2,6,2010
3,1,73,6,2,3,2010
1,2,43,14,2,5,2010
2,2,42,6,2,4,2010
2,2,43,13,2,4,2010
3,2,38,16,2,4,2010
2,1,57,12,2,1,2010
2,2,35,15,2,4,2010
3,1,76,8,2,NA,2010
3,2,68,6,11,7,2010
2,1,21,12,1,6,2010
3,1,50,12,1,6,2010
3,1,38,8,1,6,2010
3,1,44,12,2,2,2010
3,1,63,12,1,6,2010
3,1,60,20,6,2,2010
3,2,78,12,2,2,2010
2,1,19,13,2,5,2010
3,2,33,13,1,4,2010
3,2,66,14,1,5,2010
3,1,43,12,1,4,2010
2,2,65,12,2,4,2010
2,2,28,13,13,3,2010
2,2,27,14,1,2,2010
3,2,29,15,4,4,2010
2,2,89,12,2,3,2010
3,1,25,13,1,3,2010
3,2,45,16,1,2,2010
2,2,32,13,5,4,2010
3,2,35,12,1,4,2010
3,2,25,15,4,2,2010
2,2,42,16,1,4,2010
1,1,28,11,4,4,2010
2,2,27,9,1,4,2010
2,2,18,11,2,4,2010
2,1,43,6,2,3,2010
3,1,51,12,5,4,2010
3,1,68,20,1,4,2010
3,1,55,7,1,2,2010
3,1,24,15,4,2,2010
3,1,28,16,4,2,2010
3,2,53,10,4,1,2010
3,2,30,18,11,3,2010
3,2,53,12,11,4,2010
2,2,57,15,4,2,2010
3,1,55,12,2,6,2010
3,2,31,16,1,2,2010
3,2,26,16,11,3,2010
3,2,50,12,1,6,2010
3,1,89,16,4,1,2010
3,1,21,13,11,3,2010
2,2,39,16,2,3,2010
3,1,34,13,1,2,2010
3,2,71,12,1,6,2010
3,2,35,12,1,5,2010
3,1,49,12,11,4,2010
3,2,46,14,1,6,2010
